date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:55:33	676/676	---M-Z	200	added ('OK')	text/css	etag:W/%225fd18d92-2a4%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.12.0	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.minb683.css	(from https://sadim2.github.io/wordpress12/)
01:55:33	668/668	---M-Z	200	added ('OK')	text/css	etag:W/%225fd18d92-29c%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css	(from https://sadim2.github.io/wordpress12/)
01:55:34	15055/15055	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d92-3acf%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.0.14	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minc578.js	(from https://sadim2.github.io/wordpress12/)
01:55:34	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225ececa4d-247b%22	https://sadim2.github.io/wordpress12/index.php/wp-json/wp/v2/pages/566	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/index.php/wp-json/wp/v2/pages/566	(from https://sadim2.github.io/wordpress12/)
01:55:35	3236/3236	---M-Z	200	added ('OK')	application/x-httpd-php	etag:W/%225fd18d93-ca4%22	https://sadim2.github.io/wordpress12/xmlrpc.php?rsd	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/xmlrpc0db0.php	(from https://sadim2.github.io/wordpress12/)
01:55:35	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f727f68-247b%22	https://sadim2.github.io/wordpress12/index.php/wp-json/	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/index.php/wp-json/index.html	(from https://sadim2.github.io/wordpress12/)
01:55:35	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:W/%225fd18d93-415%22	https://sadim2.github.io/wordpress12/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-includes/wlwmanifest.xml	(from https://sadim2.github.io/wordpress12/)
01:55:36	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f6d0f45-247b%22	https://sadim2.github.io/wordpress12/index.php/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsadim2.github.io%2Fwordpress12%2F	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/index.php/wp-json/oembed/1.0/embedea6e	(from https://sadim2.github.io/wordpress12/)
01:55:36	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225ececa4d-247b%22	https://sadim2.github.io/wordpress12/index.php/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsadim2.github.io%2Fwordpress12%2F&format=xml	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/index.php/wp-json/oembed/1.0/embed1ab3	(from https://sadim2.github.io/wordpress12/)
01:55:37	1220/1220	---M--	200	added ('OK')	image/png	etag:%225fd18d92-4c4%22	https://sadim2.github.io/wordpress12/wp-content/uploads/2020/12/logo.png	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/uploads/2020/12/logo.png	(from https://sadim2.github.io/wordpress12/)
01:55:37	1741/1741	---M--	200	added ('OK')	image/png	etag:%225fd18d92-6cd%22	https://sadim2.github.io/wordpress12/wp-content/uploads/2020/12/logo1.png	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/uploads/2020/12/logo1.png	(from https://sadim2.github.io/wordpress12/)
01:55:38	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225ececa4d-247b%22	https://sadim2.github.io/wordpress12/index.php/about/	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/index.php/about/index.html	(from https://sadim2.github.io/wordpress12/)
01:55:38	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f73d2f6-247b%22	https://sadim2.github.io/wordpress12/index.php/services/	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/index.php/services/index.html	(from https://sadim2.github.io/wordpress12/)
01:55:39	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f73d2f6-247b%22	https://sadim2.github.io/wordpress12/index.php/why-choose-me/	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/index.php/why-choose-me/index.html	(from https://sadim2.github.io/wordpress12/)
01:55:40	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225ececa4d-247b%22	https://sadim2.github.io/wordpress12/index.php/testimonials/	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/index.php/testimonials/index.html	(from https://sadim2.github.io/wordpress12/)
01:55:40	30239/30239	---M--	200	added ('OK')	image/png	etag:%225fd18d92-761f%22	https://sadim2.github.io/wordpress12/wp-content/uploads/2019/06/feature2-free-img.png	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/uploads/2019/06/feature2-free-img.png	(from https://sadim2.github.io/wordpress12/)
01:55:40	39410/39410	---M--	200	added ('OK')	image/png	etag:%225fd18d92-99f2%22	https://sadim2.github.io/wordpress12/wp-content/uploads/2019/06/feature1-free-img.png	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/uploads/2019/06/feature1-free-img.png	(from https://sadim2.github.io/wordpress12/)
01:55:40	683768/683768	---M--	200	added ('OK')	image/png	etag:%225fd18d92-a6ef8%22	https://sadim2.github.io/wordpress12/wp-content/uploads/2019/12/lady-accountant.png	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/uploads/2019/12/lady-accountant.png	(from https://sadim2.github.io/wordpress12/)
01:55:40	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f6d0f45-247b%22	https://sadim2.github.io/wordpress12/index.php/contact/	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/index.php/contact/index.html	(from https://sadim2.github.io/wordpress12/)
01:55:41	2051/2051	---M--	200	added ('OK')	image/jpeg	etag:%225fd18d92-803%22	https://sadim2.github.io/wordpress12/wp-content/uploads/2018/08/logo-10-free-img-150x150.jpg	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/uploads/2018/08/logo-10-free-img-150x150.jpg	(from https://sadim2.github.io/wordpress12/)
01:55:41	16765/16765	---M--	200	added ('OK')	image/png	etag:%225fd18d92-417d%22	https://sadim2.github.io/wordpress12/wp-content/uploads/2019/06/feature3-free-img.png	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/uploads/2019/06/feature3-free-img.png	(from https://sadim2.github.io/wordpress12/)
01:55:41	1976/1976	---M--	200	added ('OK')	image/jpeg	etag:%225fd18d92-7b8%22	https://sadim2.github.io/wordpress12/wp-content/uploads/2018/08/logo-09-free-img-150x150.jpg	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/uploads/2018/08/logo-09-free-img-150x150.jpg	(from https://sadim2.github.io/wordpress12/)
01:55:42	1949/1949	---M--	200	added ('OK')	image/jpeg	etag:%225fd18d92-79d%22	https://sadim2.github.io/wordpress12/wp-content/uploads/2018/08/logo-08-free-img-150x150.jpg	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/uploads/2018/08/logo-08-free-img-150x150.jpg	(from https://sadim2.github.io/wordpress12/)
01:55:42	2118/2118	---M--	200	added ('OK')	image/jpeg	etag:%225fd18d92-846%22	https://sadim2.github.io/wordpress12/wp-content/uploads/2018/08/logo-06-free-img-150x150.jpg	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/uploads/2018/08/logo-06-free-img-150x150.jpg	(from https://sadim2.github.io/wordpress12/)
01:55:43	2084/2084	---M--	200	added ('OK')	image/jpeg	etag:%225fd18d92-824%22	https://sadim2.github.io/wordpress12/wp-content/uploads/2018/08/logo-07-free-img-150x150.jpg	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/uploads/2018/08/logo-07-free-img-150x150.jpg	(from https://sadim2.github.io/wordpress12/)
01:55:43	2314/2314	---M--	200	added ('OK')	image/jpeg	etag:%225fd18d92-90a%22	https://sadim2.github.io/wordpress12/wp-content/uploads/2018/08/logo-05-free-img-150x150.jpg	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/uploads/2018/08/logo-05-free-img-150x150.jpg	(from https://sadim2.github.io/wordpress12/)
01:55:44	21836/21836	---M-Z	200	added ('OK')	text/css	etag:W/%225fd18d92-554c%22	https://sadim2.github.io/wordpress12/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min.css?ver=1.6.3.1	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.minbb89.css	(from https://sadim2.github.io/wordpress12/)
01:55:44	10594/10594	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d92-2962%22	https://sadim2.github.io/wordpress12/wp-content/themes/astra/assets/js/minified/style.min.js?ver=2.6.1	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/themes/astra/assets/js/minified/style.minc141.js	(from https://sadim2.github.io/wordpress12/)
01:55:45	1434/1434	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d93-59a%22	https://sadim2.github.io/wordpress12/wp-includes/js/wp-embed.min.js?ver=5.5.1	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-includes/js/wp-embed.mind03b.js	(from https://sadim2.github.io/wordpress12/)
01:55:45	96873/96873	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d93-17a69%22	https://sadim2.github.io/wordpress12/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-includes/js/jquery/jquery4a5f.js	(from https://sadim2.github.io/wordpress12/)
01:55:46	6482/6482	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d93-1952%22	https://sadim2.github.io/wordpress12/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-includes/js/jquery/ui/position.mine899.js	(from https://sadim2.github.io/wordpress12/)
01:55:46	64122/64122	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d92-fa7a%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.0.14	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/js/frontend-modules.minc578.js	(from https://sadim2.github.io/wordpress12/)
01:55:47	10863/10863	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d92-2a6f%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://sadim2.github.io/wordpress12/)
01:55:47	12198/12198	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d92-2fa6%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://sadim2.github.io/wordpress12/)
01:55:48	139153/139153	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d92-21f91%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://sadim2.github.io/wordpress12/)
01:55:48	2578/2578	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d92-a12%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.0.14	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/share-link/share-link.minc578.js	(from https://sadim2.github.io/wordpress12/)
01:55:49	120225/120225	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d92-1d5a1%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.0.14	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/js/frontend.minc578.js	(from https://sadim2.github.io/wordpress12/)
01:55:50	1079/1079	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d93-437%22	https://sadim2.github.io/wordpress12/wp-includes/js/wp-util.min.js?ver=5.5.1	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-includes/js/wp-util.mind03b.js	(from https://sadim2.github.io/wordpress12/)
01:55:50	16154/16154	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d93-3f1a%22	https://sadim2.github.io/wordpress12/wp-includes/js/underscore.min.js?ver=1.8.3	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-includes/js/underscore.min4511.js	(from https://sadim2.github.io/wordpress12/)
01:55:50	705/705	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d92-2c1%22	https://sadim2.github.io/wordpress12/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.6.3.1	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.minbb89.js	(from https://sadim2.github.io/wordpress12/)
01:55:51	24368/24368	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d92-5f30%22	https://sadim2.github.io/wordpress12/wp-content/plugins/wpforms-lite/assets/js/jquery.validate.min.js?ver=1.19.0	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/wpforms-lite/assets/js/jquery.validate.minb3a6.js	(from https://sadim2.github.io/wordpress12/)
01:55:51	4014/4014	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d92-fae%22	https://sadim2.github.io/wordpress12/wp-content/plugins/wpforms-lite/assets/js/mailcheck.min.js?ver=1.1.2	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/wpforms-lite/assets/js/mailcheck.mincfa9.js	(from https://sadim2.github.io/wordpress12/)
01:55:52	62189/62189	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd18d92-f2ed%22	https://sadim2.github.io/wordpress12/wp-content/plugins/wpforms-lite/assets/js/wpforms.js?ver=1.6.3.1	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/wpforms-lite/assets/js/wpformsbb89.js	(from https://sadim2.github.io/wordpress12/)
01:55:53	190360/190360	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225fd18d92-2e798%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.9.1	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.eot	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
01:55:54	102204/102204	---M--	200	added ('OK')	font/woff	etag:%225fd18d92-18f3c%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.9.1	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.woff	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
01:55:54	190200/190200	---M-Z	200	added ('OK')	font/ttf	etag:W/%225fd18d92-2e6f8%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.9.1	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.ttf	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
01:55:55	279162/279162	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225fd18d92-4427a%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.9.1	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.svg	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
01:55:55	131930/131930	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225fd18d92-2035a%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:55:56	84384/84384	---M--	200	added ('OK')	font/woff2	etag:%225fd18d92-149a0%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.9.1	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.woff2	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
01:55:56	131930/131930	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225fd18d92-2035a%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:55:56	75936/75936	---M--	200	added ('OK')	font/woff2	etag:%225fd18d92-128a0%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:55:58	131624/131624	---M-Z	200	added ('OK')	font/ttf	etag:W/%225fd18d92-20228%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:55:59	708706/708706	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225fd18d92-ad062%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:55:59	89100/89100	---M--	200	added ('OK')	font/woff	etag:%225fd18d92-15c0c%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:56:00	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225fd18d92-8656%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
